barcode_01 1.0 0.8274205978988358 0.9055612034254207 0.8274205978988358
barcode_02 0.9493774669993089 0.9731543624161074 0.9611188844356963 0.9251480944608677
barcode_03 0.9467312348668281 0.7329545454545454 0.8262390145217171 0.7039244145476875
barcode_04 0.9013830996589617 1.0 0.9481341238602959 0.9013830996589617
barcode_05 0.9199658788699885 0.9179238985313751 0.9189437543334976 0.8500425005795533
barcode_06 0.9879621668099742 0.8185840707964602 0.8953328461403999 0.8105001067626514
barcode_07 0.8937348958095847 0.9926062846580407 0.9405794493431708 0.887824432667482
barcode_08 0.9641371452796693 0.793208759684177 0.8703602711481699 0.7704759747010733
barcode_09 1.0 0.8696662503057575 0.9302903661694015 0.8696662503057575
barcode_10 1.0 0.7673706764615855 0.8683754762729476 0.7673706764615855
barcode_11 0.9841207936968036 0.7859917920656635 0.8739679865206402 0.7761484363309891
barcode_12 0.945249224788263 0.8762130299364205 0.909422838873997 0.8338913295552907
barcode_13 0.6396075664477627 0.8572551762990661 0.7326081162675194 0.5780438755138482
barcode_14 0.9827386387581654 0.9563397129186603 0.9693594762185194 0.9405408130682487
barcode_15 0.9757281553398058 0.8518527095877722 0.9095922253270358 0.8341762104547
barcode_16 0.9640188778725101 0.6823529411764706 0.7990918078832568 0.6654062426493758
barcode_17 0.9557109557109557 0.7867577387403969 0.8630433278932776 0.7590819853267607
barcode_18 0.9739776951672863 0.7901124706463972 0.8724632538588565 0.7737781113074632
barcode_19 0.96878612716763 0.9228070175438596 0.9452377633624618 0.8961619315987005
barcode_20 0.9686290692729103 0.9631578947368421 0.9658857343206435 0.9340222510963131
barcode_21 0.9537272727272728 0.9676258992805755 0.9606263162714037 0.9242357501541715
barcode_22 1.0 0.7523961661341853 0.8587055606198724 0.7523961661341853
barcode_23 0.9663698955365622 0.798424864774739 0.8744062148394598 0.7768399456067944
barcode_24 1.0 0.7625121975840371 0.865256080076212 0.7625121975840371
barcode_25 0.981029810298103 0.8541983304351001 0.913231447866651 0.8403182499842851
barcode_26 0.9465263157894737 0.9465648854961832 0.9465456002499202 0.8985159684885056
barcode_27 1.0 0.7527554025377853 0.8589394748952229 0.7527554025377853
barcode_28 0.9444525255463835 1.0 0.9714328461488111 0.9444525255463835
barcode_29 1.0 0.8274425110763847 0.9055743270293208 0.8274425110763847
barcode_30 0.987535953978907 0.6443989204305272 0.7798927673025279 0.6392001837234446
barcode_31 0.9330985915492958 0.9859894921190894 0.9588151937456421 0.9208885761548528
barcode_32 0.9895287958115183 0.9040659048631411 0.9448687682266351 0.8954988154777573
barcode_33 0.973341690655276 0.8608245870494774 0.9136319526764753 0.8409967091055213
barcode_34 0.9470524017467249 0.8620210526315789 0.9025383754044736 0.822387184369301
barcode_35 0.971830985915493 0.9090997069070398 0.9394192649737491 0.885759314636709
barcode_36 0.990521327014218 0.8604255151024278 0.9209014582412727 0.8533988533988534
barcode_37 0.9952830188679245 0.9460283218833151 0.9700308285163777 0.9418056922219271
barcode_38 0.9845094664371773 0.9564086101442909 0.9702556144229466 0.9422295746523832
barcode_39 0.9591836734693877 0.8646063281824872 0.9094427244582044 0.8339247693399574
barcode_40 0.9773218142548596 0.6511627906976745 0.7815801243002329 0.6414702680809052
barcode_41 0.9957191780821918 0.7833509564261563 0.8768598329577446 0.7807216398171564
barcode_42 0.0 0.0 0.0 0.0
